total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,duration_ms,throughput_rps,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_primary_degraded_80,scenario_primary_recovers,scenario_metrics_json
500,1.0,0.0,270.41,314.58,319.21,1.0,0.592,10,2414.3805503845215,0.084836,0.296,16186.85,30.89,pass,pass,pass,pass,pass,"{""primary_timeout_100"": {""total_requests"": 100, ""availability"": 1.0, ""error_rate"": 0.0, ""latency_p50_ms"": 290.83, ""latency_p95_ms"": 315.53, ""latency_p99_ms"": 318.77, ""fallback_success_rate"": 1.0, ""cache_hit_rate"": 0.6, ""circuit_open_count"": 3, ""recovery_time_ms"": null, ""estimated_cost"": 0.013068, ""estimated_cost_saved"": 0.06, ""duration_ms"": 3389.0, ""throughput_rps"": 29.51, ""scenarios"": {}, ""scenario_metrics"": {}}, ""primary_flaky_50"": {""total_requests"": 100, ""availability"": 1.0, ""error_rate"": 0.0, ""latency_p50_ms"": 288.39, ""latency_p95_ms"": 315.66, ""latency_p99_ms"": 318.77, ""fallback_success_rate"": 1.0, ""cache_hit_rate"": 0.62, ""circuit_open_count"": 3, ""recovery_time_ms"": null, ""estimated_cost"": 0.012592, ""estimated_cost_saved"": 0.062, ""duration_ms"": 3074.2, ""throughput_rps"": 32.53, ""scenarios"": {}, ""scenario_metrics"": {}}, ""all_healthy"": {""total_requests"": 100, ""availability"": 1.0, ""error_rate"": 0.0, ""latency_p50_ms"": 206.36, ""latency_p95_ms"": 236.22, ""latency_p99_ms"": 239.0, ""fallback_success_rate"": 0.0, ""cache_hit_rate"": 0.52, ""circuit_open_count"": 0, ""recovery_time_ms"": null, ""estimated_cost"": 0.02825, ""estimated_cost_saved"": 0.052, ""duration_ms"": 2576.74, ""throughput_rps"": 38.81, ""scenarios"": {}, ""scenario_metrics"": {}}, ""primary_degraded_80"": {""total_requests"": 100, ""availability"": 1.0, ""error_rate"": 0.0, ""latency_p50_ms"": 290.84, ""latency_p95_ms"": 315.49, ""latency_p99_ms"": 318.7, ""fallback_success_rate"": 1.0, ""cache_hit_rate"": 0.6, ""circuit_open_count"": 3, ""recovery_time_ms"": null, ""estimated_cost"": 0.013068, ""estimated_cost_saved"": 0.06, ""duration_ms"": 3379.34, ""throughput_rps"": 29.59, ""scenarios"": {}, ""scenario_metrics"": {}}, ""primary_recovers"": {""total_requests"": 100, ""availability"": 1.0, ""error_rate"": 0.0, ""latency_p50_ms"": 233.0, ""latency_p95_ms"": 310.45, ""latency_p99_ms"": 314.46, ""fallback_success_rate"": 1.0, ""cache_hit_rate"": 0.62, ""circuit_open_count"": 1, ""recovery_time_ms"": 2414.3805503845215, ""estimated_cost"": 0.017858, ""estimated_cost_saved"": 0.062, ""duration_ms"": 3767.56, ""throughput_rps"": 26.54, ""scenarios"": {}, ""scenario_metrics"": {}}}"
